OBJECTID_1,TAP,MAT,pH,AP,AK,TP,TK,TN,OM
306162,1246.06,17.3866,6.749,11.41,87.27,0.05464,1.977,0.1878,3.103
306163,1204.07,17.4602,6.108,4.1,112.69,0.03285,2.025,0.1953,3.567
306164,1183.37,17.4841,6.108,4.1,112.69,0.03285,2.025,0.1953,3.567
306166,1150.31,17.5024,6.413,6.493,54.18,0.05,1.763,0.1724,3.865
306171,1114.9,17.575,6.413,6.5,56,0.03522,1.885,0.1691,3.865
306172,1127.49,17.7519,6.413,6.5,56,0.03522,1.885,0.1691,3.865
306174,1136.02,17.7178,6.413,6.5,56,0.03522,1.885,0.1691,3.865
306175,1118.44,17.777,6.413,10.47,48.29,0.05225,1.988,0.168,3.865
306176,1112.72,17.5831,6.108,4.1,112.69,0.03285,2.025,0.1953,3.567
306177,1097.61,17.3817,6.108,4.1,112.69,0.03285,2.025,0.1953,3.567
306178,1102.11,17.7593,6.788,9.704,87.27,0.04978,2.036,0.1851,3.425
306179,1094.91,17.4258,6.788,9.704,87.27,0.04978,2.036,0.1851,3.425
306180,1067.74,17.4072,6.788,9.704,87.27,0.04978,2.036,0.1851,3.425
306181,1062.67,17.4034,6.788,9.704,87.27,0.04978,2.036,0.1851,3.425
306182,1065.86,17.5076,6.113,6.218,59.5,0.047,1.658,0.146,2.58
306183,1053.27,17.4557,6.113,6.218,59.5,0.047,1.658,0.146,2.58
306184,1072.17,17.7443,8.207,7.159,388.14,0.05,1.524,0.05144,0.9096
306187,1411.87,17.3898,5.163,5,61.58,0.03369,1.368,0.1569,2.71
306188,1417.07,17.4032,5.49,5.247,71.68,0.03886,2.054,0.1465,2.915
306189,1419.77,17.5028,5.49,5.247,71.68,0.03886,2.054,0.1465,2.915
306190,1419.26,17.5005,5.641,6.597,44.73,0.04312,1.191,0.1502,2.317
306191,1417.38,17.4283,5.095,2.087,122.53,0.04342,1.303,0.114,2.056
306192,1424.43,17.4663,6.393,5.412,107.89,0.03164,1.577,0.08206,0.9421
306193,1435.52,17.4844,5.536,7.02,60.59,0.05886,1.465,0.1313,2.589
306195,1429.9,17.3143,4.985,3.91,119.65,0.04413,2.02,0.16,3.744
306205,1393.24,17.3551,6.966,5.029,42.38,0.09127,1.681,0.1641,4.158
306209,1369.57,17.3225,5.053,3.135,132.66,0.03211,1.758,0.1822,4.066
306214,1345.95,17.1198,5.49,5.182,124.6,0.03357,1.899,0.1241,2.634
306216,1365.15,16.781,5.019,6.542,107.71,0.05055,1.89,0.162,3.035
306217,1362.2,16.6893,5.019,6.542,107.71,0.05055,1.89,0.162,3.035
306221,1336.6,17.3218,5.435,6.43,78.02,0.04114,1.657,0.1458,3.104
306231,1288.98,17.2717,5.536,4.022,60.59,0.06222,1.459,0.1313,2.441
306232,1295.29,16.8285,5.536,4.022,60.59,0.06222,1.459,0.1313,2.441
306233,1275.62,17.3451,5.053,3.287,153.01,0.03404,1.758,0.1822,4.079
306239,1278.74,16.8342,5.67,5.182,124.6,0.0314,1.251,0.1066,2.819
306242,1303.68,15.9528,5.108,2,114.47,0.04427,1.278,0.14,5.866
306247,1233.27,17.4378,5.015,4.35,40.97,0.01,1.723,0.07666,1.839
306252,1247.35,16.9355,5.019,6.542,107.71,0.05055,1.89,0.162,3.035
306254,1248.86,17.5004,6.108,4.1,112.69,0.03285,2.025,0.1953,3.567
306255,1257.31,17.5463,6.108,4.1,112.69,0.03285,2.025,0.1953,3.567
306257,1218.33,17.4935,6.108,4.1,112.69,0.03285,2.025,0.1953,3.567
306258,1194.44,17.5602,6.108,4.1,112.69,0.03285,2.025,0.1953,3.567
306259,1179.46,17.4944,6.108,4.1,112.69,0.03285,2.025,0.1953,3.567
306260,1164.86,17.4788,6.413,6.493,54.18,0.05,1.763,0.1724,3.865
306261,1144.21,17.4643,6.413,6.493,54.18,0.05,1.763,0.1724,3.865
306262,1138.57,17.4408,5.406,5.212,45.81,0.04062,1.462,0.1394,2.167
306263,1135.04,17.5038,6.108,4.1,112.69,0.03285,2.025,0.1953,3.567
306264,1128.89,17.5213,5.406,5.212,45.81,0.04062,1.462,0.1394,2.167
306265,1141.31,17.565,6.413,6.5,56,0.03522,1.885,0.1691,3.865
306266,1130.59,17.5211,6.413,6.5,56,0.03522,1.885,0.1691,3.865
306269,1126.04,17.378,6.413,6.5,56,0.03522,1.885,0.1691,3.865
306270,1111.57,17.4027,6.108,4.1,112.69,0.03285,2.025,0.1953,3.567
306271,1108.82,17.4691,6.108,4.1,112.69,0.03285,2.025,0.1953,3.567
306273,1127.05,17.6397,6.788,9.704,87.27,0.04978,2.036,0.1851,3.425
306274,1074.12,17.5132,5.56,4.1,112.69,0.03285,2.025,0.1979,3.567
306275,1071.62,17.4131,5.775,8.659,66.65,0.04394,2.002,0.1583,2.541
306279,1414.23,17.522,5.497,5.247,67.04,0.04003,2.265,0.1646,3.222
306280,1426.17,17.7506,5.946,7,56,0.03777,2.379,0.1992,2.971
306281,1419.16,17.4782,5.163,5,61.58,0.03369,1.368,0.1569,2.71
306283,1417.57,17.5079,5.49,5.247,71.68,0.03886,2.054,0.1465,2.915
306284,1425.22,17.4122,5.095,2.087,122.53,0.04342,1.303,0.114,2.056
306296,1405.45,17.6282,5.307,5.785,72.8,0.04268,1.064,0.1852,3.303
306297,1404.55,17.6088,5.126,2.087,122.53,0.04,1.351,0.1167,2.008
306299,1401.08,17.447,5.846,6,62.61,0.04382,2.102,0.1653,3.021
306302,1384.63,17.4383,5.67,5.182,124.6,0.04083,1.982,0.09646,1.84
306306,1369.63,16.9832,4.985,3.91,119.65,0.04413,2.02,0.16,3.744
306310,1434.1,16.0774,5.49,5.182,124.6,0.03357,1.899,0.1241,2.634
306312,1394.38,17.1668,5.019,6.542,107.71,0.05055,1.89,0.162,3.035
306314,1338.2,17.5527,5.435,6.43,78.02,0.04114,1.657,0.1458,3.104
306322,1355.07,16.5637,5.703,5.664,62.02,0.05506,1.788,0.17,2.828
306326,1299.85,17.032,5.536,4.022,60.59,0.06222,1.459,0.1313,2.441
306327,1296.73,17.5109,5.795,5.365,66.91,0.04277,1.841,0.1585,2.858
306328,1293.99,17.2682,5.536,4.022,60.59,0.06222,1.459,0.1313,2.441
306338,1254.75,17.1275,5.015,4.35,40.97,0.01,1.723,0.07666,1.839
306342,1255.39,17.0065,5.725,5,71.72,0.04339,1.734,0.1646,3.159
306348,1252.86,17.3848,6.899,9.85,75.58,0.06387,1.903,0.1941,3.243
306350,1271.69,17.5773,6.899,9.85,75.58,0.06387,1.903,0.1941,3.243
306351,1236.03,17.5153,6.108,4.1,112.69,0.03285,2.025,0.1953,3.567
306352,1213.51,17.5736,6.108,4.1,112.69,0.03285,2.025,0.1953,3.567
306355,1167.62,17.4523,5.374,5.212,67.19,0.03014,1.562,0.118,2.151
306356,1157.14,17.4514,5.406,6.648,63.33,0.03945,1.385,0.1279,2.167
306359,1156.29,17.5104,5.406,5.212,45.81,0.04062,1.462,0.1394,2.167
306360,1141.93,17.4434,6.413,6.5,56,0.03522,1.885,0.1691,3.865
306361,1138.12,17.5433,5.399,5.212,48.48,0.03945,1.707,0.1322,2.167
306362,1131.08,17.6283,6.413,6.5,56,0.03522,1.885,0.1691,3.865
306363,1127.67,17.5462,6.413,6.5,56,0.03522,1.885,0.1691,3.865
306364,1114.41,17.4965,6.108,4.1,112.69,0.03285,2.025,0.1953,3.567
306365,1110.35,17.4638,6.108,4.1,112.69,0.03285,2.025,0.1953,3.567
306366,1106.92,17.5308,6.788,9.704,87.27,0.04978,2.036,0.1851,3.425
306367,1102.49,17.5236,6.108,4.1,112.69,0.03285,2.025,0.1953,3.567
306368,1087.5,17.4897,5.775,8.659,66.65,0.04394,2.002,0.1583,2.541
306374,1411.95,17.508,5.552,2,98.5,0.03,1.748,0.1,1.885
306375,1415.42,17.4994,5.497,5.247,67.04,0.04003,2.265,0.1646,3.222
306376,1413.59,17.5329,5.526,5.3,65,0.06419,1.544,0.2254,3.526
306377,1415.85,17.5472,5.946,7,56,0.03777,2.379,0.1992,2.971
306378,1422.67,17.5471,5.49,5.247,71.68,0.03886,2.054,0.1465,2.915
306379,1434.54,17.4378,5.49,5.247,71.68,0.03886,2.054,0.1465,2.915
306380,1449.92,16.912,7.164,9,101,0.0673,1.44,0.3101,5.476
306381,1469.55,17.3736,5.536,7.02,60.59,0.05886,1.465,0.1313,2.589
306383,1443.16,17.6187,6.112,6.05,64.81,0.04483,1.887,0.1617,2.879
306384,1455.94,17.5406,5.536,7.02,60.59,0.05886,1.465,0.1313,2.589
306385,1453.27,17.333,5.307,5.785,72.8,0.04268,1.064,0.1852,3.303
306386,1423.3,17.4617,5.307,5.785,72.8,0.04268,1.064,0.1852,3.303
306389,1430.12,17.4191,7.08,5.527,71,0.0804,1.821,0.1751,3.822
306391,1406.64,17.501,5.126,2.087,122.53,0.04,1.351,0.1167,2.008
306393,1406.73,17.5032,5.746,5.6,72.32,0.03346,1.86,0.1055,2.744
306397,1402,17.0962,5.67,5.182,124.6,0.04083,1.982,0.09646,1.84
306398,1406.29,16.8113,5.67,5.182,124.6,0.04083,1.982,0.09646,1.84
306402,1403.46,16.1619,6.15,5.6,71.64,0.04807,1.874,0.1802,3.054
306404,1463.28,16.0325,5.49,5.182,124.6,0.03357,1.899,0.1241,2.634
306406,1417.99,16.849,4.985,3.91,119.65,0.04413,2.02,0.16,3.744
306407,1399.2,17.3756,5.019,6.542,107.71,0.05055,1.89,0.162,3.035
306408,1348.77,17.4387,5.435,6.43,78.02,0.04114,1.657,0.1458,3.104
306409,1346.72,17.2525,5.435,6.43,78.02,0.04114,1.657,0.1458,3.104
306415,1398.17,16.4416,5.1,3,80,0.01738,1.13,0.06,1.085
306417,1424.92,15.7945,5.019,6.542,107.71,0.05055,1.89,0.162,3.035
306421,1312.37,17.3074,5.019,6.542,107.71,0.05055,1.89,0.162,3.035
306443,1264.64,17.4335,6.108,4.1,112.69,0.03285,2.025,0.1953,3.567
306446,1256.09,17.5403,5.226,5.012,59.55,0.03708,1.539,0.1199,2.151
306447,1233.37,17.7327,5.374,5.212,67.19,0.03014,1.562,0.118,2.151
306450,1188.23,17.5442,5.374,5.212,67.19,0.03014,1.562,0.118,2.151
306451,1173.59,17.5472,6.108,4.1,112.69,0.03285,2.025,0.1953,3.567
306454,1156.64,17.5403,6.413,6.5,56,0.03522,1.885,0.1691,3.865
306455,1148.26,17.6324,6.413,6.5,56,0.03522,1.885,0.1691,3.865
306456,1147.08,17.6129,6.413,6.5,56,0.03522,1.885,0.1691,3.865
306458,1132.07,17.5533,6.108,4.1,112.69,0.03285,2.025,0.1979,3.731
306459,1127.21,17.49,6.413,6.5,56,0.03522,1.885,0.1691,3.865
306461,1113.66,17.6566,6.413,7.733,69.75,0.04962,1.915,0.1549,3.865
306469,1417.87,17.5635,5.552,2,98.5,0.03,1.748,0.1,1.885
306470,1415.14,17.5688,5.552,2,98.5,0.03,1.748,0.1,1.885
306471,1419.65,17.5721,5.497,5.247,67.04,0.04003,2.265,0.1646,3.222
306472,1415.14,17.4816,7.777,9.56,129.59,0.07003,2.396,0.09827,1.47
306473,1416.65,17.5645,5.946,7,56,0.03777,2.379,0.1992,2.971
306476,1472.25,17.1023,5.484,5.182,110.79,0.03178,1.535,0.1241,3.12
306477,1446.7,17.4674,5.484,5.182,110.79,0.03178,1.535,0.1241,3.12
306482,1435.44,17.6878,5.019,6.542,107.71,0.05055,1.89,0.162,3.035
306485,1432.61,17.4398,5.126,2.087,122.53,0.04342,1.645,0.1153,1.955
306486,1418.04,17.4613,7.08,5.527,71,0.0804,1.821,0.1751,3.822
306489,1423.79,16.9708,5.746,5.6,72.32,0.03346,1.86,0.1055,2.744
306494,1414.56,17.3832,6.166,2.922,56.56,0.03582,1.872,0.1609,3.219
306500,1404.3,17.0665,5.015,4.35,40.97,0.01,1.723,0.07666,1.839
306502,1390.05,16.8676,4.985,3.91,119.65,0.04413,2.02,0.16,3.744
306503,1380.29,17.1291,5.49,5.182,124.6,0.03357,1.899,0.1241,2.634
306508,1427.97,15.4545,5.1,3,80,0.01738,1.13,0.06,1.085
306518,1309.96,16.8416,5.536,4.022,60.59,0.06222,1.459,0.1313,2.441
306519,1310.16,16.9999,5.536,4.022,60.59,0.06222,1.459,0.1313,2.441
306532,1305.6,15.6658,4.985,3.91,119.65,0.04413,2.02,0.16,3.744
306537,1271.27,17.8445,6.257,5.935,41.5,0.04809,2.132,0.1633,2.803
306539,1266.42,17.563,6.899,9.85,75.58,0.06387,1.903,0.1941,3.243
306542,1258.51,17.5435,5.226,5.012,59.55,0.03708,1.539,0.1199,2.151
306544,1215.31,17.7156,6.413,8.4,64.89,0.03839,1.831,0.1958,3.865
306545,1214.45,17.6953,5.374,5.212,67.19,0.03014,1.562,0.118,2.151
306546,1200.69,17.5573,6.413,5.834,58.56,0.03574,1.874,0.1958,3.865
306547,1185.84,17.5757,6.413,6.5,56,0.03522,1.885,0.1691,3.865
306548,1174,17.552,6.413,6.5,56,0.03522,1.885,0.1691,3.865
306549,1171.35,17.6985,6.413,6.5,56,0.03522,1.885,0.1691,3.865
306551,1163.22,17.7387,6.413,6.5,56,0.03522,1.885,0.1691,3.865
306552,1148.02,17.6025,5.438,9.097,41,0.04675,1.976,0.1448,2.477
306553,1145.99,17.6367,6.413,6.5,56,0.03522,1.885,0.1691,3.865
306554,1139.33,17.6039,6.413,6.5,56,0.03522,1.885,0.1691,3.865
306555,1130.64,17.6275,6.413,6.5,56,0.03522,1.885,0.1691,3.865
306557,1116.46,17.4142,7.277,6.196,86.36,0.06614,2.21,0.1229,2.328
306566,1415.27,17.5247,5.946,7,56,0.03777,2.379,0.1992,2.971
306569,1420.31,17.5488,5.946,7,56,0.03777,2.379,0.1992,2.971
306571,1471.6,16.9996,5.142,9.194,41,0.04639,2.267,0.1573,2.527
306582,1421.59,17.4664,5.576,3.518,75.11,0.04531,1.616,0.1692,2.74
306584,1448.89,17.177,4.985,3.91,119.65,0.04413,2.02,0.16,3.744
306587,1457.53,17.1818,5.019,6.542,107.71,0.05055,1.89,0.162,3.035
306590,1416.38,17.1962,6.166,2.922,56.56,0.03582,1.872,0.1609,3.219
306596,1406.69,16.8329,4.985,3.91,119.65,0.04413,2.02,0.16,3.744
306604,1403.53,16.9644,5.1,3,80,0.01738,1.13,0.06,1.085
306605,1424.93,16.5432,5.1,3,80,0.01738,1.13,0.06,1.085
306609,1386.94,16.2163,5.019,6.542,107.71,0.05055,1.89,0.162,3.035
306610,1364.63,16.4754,5.019,6.542,107.71,0.05055,1.89,0.162,3.035
306614,1320.81,16.8018,7.018,5,57.56,0.05255,1.23,0.1958,3.884
306623,1297.44,16.7278,5.019,6.542,107.71,0.05055,1.89,0.162,3.035
306634,1277.99,17.0804,5.832,5.307,60.83,0.05796,1.944,0.1505,2.811
306636,1271.67,17.8105,6.108,4.1,112.69,0.03285,2.025,0.1953,3.567
306639,1268.04,17.9712,6.108,4.1,112.69,0.03285,2.025,0.1953,3.567
306640,1239.38,17.8333,6.413,8.4,64.89,0.03839,1.831,0.1958,3.865
306641,1218.88,17.7274,5.374,5.212,67.19,0.03014,1.562,0.118,2.151
306642,1213.39,17.7363,5.374,5.212,67.19,0.03014,1.562,0.118,2.151
306643,1219.44,17.5818,6.108,4.1,112.69,0.03285,2.025,0.1953,3.567
306644,1185.17,17.689,6.413,6.5,56,0.03522,1.885,0.1691,3.865
306645,1181.54,17.6532,6.413,6.5,56,0.03522,1.885,0.1691,3.865
306646,1177.34,17.7023,6.413,6.5,56,0.03522,1.885,0.1691,3.865
306648,1169.68,17.8927,6.413,6.5,56,0.03522,1.885,0.1691,3.865
306649,1152.48,17.5993,5.56,4.1,112.69,0.03285,2.025,0.1979,3.567
306650,1143.89,17.5696,6.413,6.5,56,0.03522,1.885,0.1691,3.865
306651,1143.4,17.6204,6.108,4.1,112.69,0.03285,2.025,0.1979,3.731
306652,1160.78,17.7435,7.277,6.196,86.36,0.06614,2.21,0.1229,2.328
306661,1408.65,17.4951,4.985,3.91,119.65,0.04413,2.02,0.16,3.744
306662,1409.83,17.5171,5.946,7,56,0.03777,2.379,0.1992,2.971
306664,1421.41,17.5118,5.946,7,56,0.03777,2.379,0.1992,2.971
306665,1419.82,17.5602,5.946,7,56,0.03777,2.379,0.1992,2.971
306668,1443.46,17.593,6.801,14,90.33,0.06111,1.901,0.08459,1.636
306669,1435.21,17.4946,5.069,6.05,48.09,0.05483,1.681,0.1589,2.963
306677,1440.24,17.4577,5.536,7.02,60.59,0.05886,1.465,0.1313,2.589
306680,1441.96,17.0558,4.985,3.91,119.65,0.04413,2.02,0.16,3.744
306693,1498.1,14.5564,6.011,6.1,60.83,0.04156,1.803,0.1573,3.495
306694,1429.81,15.8174,5.053,3.287,132.66,0.03211,1.758,0.192,4.245
306695,1402.96,16.2036,5.49,5.182,124.6,0.03357,1.899,0.1241,2.634
306697,1416.05,16.4302,5.019,6.542,107.71,0.05055,1.89,0.162,3.035
306702,1514.94,14.8622,5.49,5.182,110.79,0.03357,1.899,0.1241,2.634
306705,1470.9,15.3301,5.49,5.182,110.79,0.03357,1.899,0.1241,2.634
306709,1355.95,16.6555,5.536,4.022,60.59,0.06222,1.459,0.1313,2.441
306713,1329.78,16.4958,5.019,6.542,107.71,0.05055,1.89,0.162,3.035
306726,1342.82,16.9291,5.03,4.296,88.3,0.05784,2.312,0.1623,4.021
306727,1289.4,17.3301,5.015,4.35,40.97,0.01,1.723,0.07666,1.839
306730,1275.44,17.487,5.019,6.542,107.71,0.05055,1.89,0.162,3.035
306733,1275.69,17.5138,5.355,3.165,66.9,0.03004,1.317,0.1226,2.189
306735,1282.27,17.789,5.355,3.165,66.9,0.03004,1.317,0.1226,2.189
306736,1252.14,17.8408,6.43,10.47,87.27,0.06171,1.915,0.1885,3.332
306737,1258.25,17.9786,5.374,5.212,67.19,0.03014,1.562,0.118,2.151
306738,1238.58,17.8657,5.56,4.1,112.69,0.03285,2.025,0.1979,3.567
306739,1221.78,17.7015,6.413,6.5,56,0.03522,1.885,0.1691,3.865
306742,1191.49,17.653,5.438,9.097,41,0.04675,1.976,0.1448,2.477
306743,1189.13,17.7361,6.413,6.5,56,0.03522,1.885,0.1691,3.865
306744,1180.65,17.9766,6.413,6.5,56,0.03522,1.885,0.1691,3.865
306745,1162.83,17.643,6.413,6.5,56,0.03522,1.885,0.1691,3.865
306746,1158.91,17.6695,6.413,6.5,56,0.03522,1.885,0.1691,3.865
306747,1150.95,17.6399,6.43,9.85,75.58,0.05456,1.903,0.1917,3.243
306748,1146.84,17.5982,6.43,9.85,75.58,0.05456,1.903,0.1917,3.243
306749,1138.31,17.3962,6.43,9.85,75.58,0.05456,1.903,0.1917,3.243
306759,1410.69,17.5126,7.806,6.29,88.34,0.07519,1.957,0.1051,1.271
306761,1427.22,17.6443,5.935,6.55,74.63,0.04295,1.978,0.1651,2.881
306762,1426.4,17.575,5.552,2,88.25,0.03,1.748,0.1,1.885
306765,1433.89,17.6089,5.641,6,69.38,0.04192,1.191,0.1502,2.932
306766,1433.42,17.5646,5.069,6.05,48.09,0.05483,1.681,0.1589,2.963
306767,1437.87,17.5932,5.069,6.05,48.09,0.05483,1.681,0.1589,2.963
306770,1451.66,17.5639,6.627,5.412,107.89,0.03719,1.529,0.08033,0.874
306771,1451.45,17.5782,5.163,5,98.65,0.03369,1.216,0.1569,2.71
306772,1448.46,17.5702,6.627,5.412,107.89,0.03719,1.529,0.08033,0.874
306789,1504.65,16.7473,4.985,3.91,119.65,0.04413,2.02,0.16,3.744
306799,1396.84,16.5787,4.985,3.91,119.65,0.04413,2.02,0.16,3.744
306802,1457.63,16.0102,5.49,5.182,110.79,0.03357,1.899,0.1241,2.634
306808,1363.4,15.9105,5.019,6.542,107.71,0.05055,1.89,0.162,3.035
306830,1284.02,17.8315,4.985,3.91,119.65,0.04413,2.02,0.16,3.744
306831,1294.99,17.8252,5.355,3.165,66.9,0.03004,1.317,0.1226,2.189
306832,1283.14,17.7792,6.108,4.1,112.69,0.03285,2.025,0.1953,3.567
306835,1287.96,18.2106,6.505,8.914,87.27,0.04987,1.992,0.1885,3.332
306836,1260.43,18.0061,5.438,9.097,41,0.04675,1.976,0.1448,2.477
306837,1235.19,17.7627,5.531,3.938,54.98,0.04062,1.405,0.1164,2.284
306839,1198.14,17.6316,5.531,3.938,54.98,0.04062,1.405,0.1164,2.284
306840,1198.45,17.5779,5.531,3.938,54.98,0.04062,1.405,0.1164,2.284
306841,1189.26,17.5829,5.531,3.938,54.98,0.04062,1.405,0.1164,2.284
306842,1182.61,17.7059,5.531,3.938,54.98,0.04062,1.405,0.1164,2.284
306843,1178.96,17.6255,5.438,9.097,41,0.04675,1.976,0.1448,2.477
306845,1159.39,17.6259,6.413,6.5,56,0.03522,1.885,0.1691,3.865
306860,1416.72,17.6369,5.935,6.55,74.63,0.04295,1.978,0.1651,2.881
306861,1417.13,17.6199,5.484,5.182,110.79,0.04,1.38,0.102,1.84
306863,1430.47,17.2922,5.721,7.02,60.59,0.05886,1.465,0.1313,2.519
306865,1428.94,17.6327,5.935,6.55,74.63,0.04295,1.978,0.1651,2.881
306866,1436.22,17.6968,5.069,6.05,48.09,0.05483,1.681,0.1589,2.963
306867,1437,17.737,5.069,6.05,48.09,0.05483,1.681,0.1589,2.963
306869,1441.33,17.7394,5.772,3.101,48.34,0.03083,1.161,0.1451,2.992
306872,1455.14,17.5455,6.627,5.412,107.89,0.03719,1.529,0.08033,0.874
306882,1488.74,17.2076,5.019,6.542,107.71,0.05055,1.89,0.162,3.035
306884,1484.19,17.217,7.018,5,57.56,0.05255,1.23,0.1958,3.884
306886,1497.92,16.5158,5.019,6.542,107.71,0.05055,1.89,0.162,3.035
306900,1454.33,16.7241,6.367,6.226,82.76,0.07201,2.045,0.099,1.523
306928,1302.41,16.8425,5.019,6.542,107.71,0.05055,1.89,0.162,3.035
306929,1286,17.834,5.129,3.288,71,0.02844,1.174,0.1021,1.879
306932,1287.61,17.9393,6.413,6.493,60.83,0.04345,1.761,0.1475,3.865
306933,1290.8,17.9458,6.108,4.1,112.69,0.03285,2.025,0.1953,3.567
306937,1283.83,18.033,5.531,3.938,54.98,0.04062,1.405,0.1164,2.284
306939,1243.55,18.1169,5.531,3.938,54.98,0.04062,1.405,0.1164,2.284
306946,1173.44,17.6284,6.413,6.5,56,0.03522,1.885,0.1691,3.865
306947,1165.36,17.6333,6.413,6.5,56,0.03522,1.885,0.1691,3.865
306959,1411.44,17.5287,5.019,6.542,107.71,0.05055,1.89,0.162,3.035
306961,1412.24,17.7211,5.019,6.542,107.71,0.05055,1.89,0.162,3.035
306962,1412.95,17.6874,5.019,6.542,107.71,0.05055,1.89,0.162,3.035
306963,1422.99,17.3863,5.019,6.542,107.71,0.05055,1.89,0.162,3.035
306966,1432.99,17.7766,5.482,6.603,277.99,0.09431,1.971,0.1271,1.715
306967,1430.89,17.7013,5.126,2.087,122.53,0.04,1.542,0.1028,2.027
306968,1432.19,17.7158,5.126,2.087,122.53,0.04,1.542,0.1028,2.027
306970,1442.59,17.5798,5.666,6,73,0.04003,2.082,0.1478,2.97
306976,1446.58,17.376,5.019,6.542,107.71,0.05055,1.89,0.162,3.035
306977,1447.04,17.1832,5.019,6.542,107.71,0.05055,1.89,0.162,3.035
306985,1563.04,16.0432,5.019,6.542,107.71,0.05055,1.89,0.162,3.035
306992,1510.56,16.352,5.019,6.542,107.71,0.05055,1.89,0.162,3.035
307001,1437.54,16.853,5.662,6.193,68.62,0.04,1.975,0.1712,2.77
307003,1467.94,16.4518,5.406,6.486,73.47,0.03691,1.741,0.1617,3.355
307006,1481.25,16.44,5.536,4.022,60.59,0.06222,1.459,0.1313,2.441
307017,1400,15.7992,7.018,5,57.56,0.05255,1.23,0.1958,3.884
307028,1325.76,16.9527,5.019,6.542,107.71,0.05055,1.89,0.162,3.035
307032,1287.78,17.7479,7.777,9.56,129.59,0.07003,2.396,0.09827,1.47
307033,1288.62,17.83,5.56,4.1,112.69,0.03285,2.025,0.1979,3.567
307034,1293.66,17.971,5.56,4.1,112.69,0.03285,2.025,0.1979,3.567
307064,1403.52,17.6929,5.64,7.394,64.56,0.06378,1.752,0.1413,2.426
307068,1415.63,17.8669,5.163,2.087,122.53,0.03979,1.453,0.1122,2.046
307070,1426.63,17.8035,5.019,6.542,107.71,0.05055,1.89,0.162,3.035
307071,1425.17,17.7974,5.283,4.937,72.8,0.05227,1.498,0.1598,2.972
307072,1429.81,17.722,5.126,2.087,122.53,0.04,1.454,0.1044,2.032
307082,1454.39,17.7148,6.396,4.8,61.06,0.03861,1.801,0.159,3.628
307103,1491.83,17.0603,5.883,7.209,61.12,0.04147,1.784,0.1633,2.826
307104,1482.28,17.1066,5.883,7.209,61.12,0.04147,1.784,0.1633,2.826
307108,1461.27,16.5372,5.406,6.486,73.47,0.03691,1.741,0.1617,3.355
307109,1464.69,14.4915,7.164,9,101,0.06645,1.44,0.3101,5.226
307112,1480.62,15.1734,5.514,6.1,68.46,0.04306,1.971,0.1663,2.74
307138,1287.08,17.8438,5.858,6.84,61.12,0.05,1.461,0.1702,3.038
307139,1291.16,17.9952,6.108,4.1,112.69,0.03285,2.025,0.1979,3.731
307149,1239.86,17.8492,6.925,2.237,52.02,0.03539,2.296,0.0311,0.8575
307162,1136.22,17.7147,7.121,8,88.09,0.07201,1.88,0.101,1.943
307163,1136.79,17.717,6.818,2.237,52.02,0.03539,2.296,0.0311,0.8575
307164,1143,17.7917,6.818,2.237,52.02,0.03539,2.296,0.0311,0.8575
307172,1388.66,17.7767,5.019,6.542,107.71,0.05055,1.89,0.162,3.035
307176,1411.26,17.8611,5.426,5.6,77.81,0.08164,1.612,0.1331,2.863
307177,1413.59,17.8657,5.426,5.6,77.81,0.08164,1.612,0.1331,2.863
307178,1417.1,17.7896,5.307,4.937,72.8,0.05227,1.498,0.1927,3.363
307179,1426.93,17.8095,5.019,6.542,107.71,0.05055,1.89,0.162,3.035
307180,1429.77,17.8343,5.11,2.087,122.53,0.03979,1.344,0.114,2.337
307181,1436.26,17.8072,7.208,3.836,128.34,0.03309,1.756,0.07007,0.9231
307184,1436.58,17.743,7.208,3.836,128.34,0.03309,1.756,0.07007,0.9231
307185,1446.6,17.7238,7.208,3.836,128.34,0.03309,1.756,0.07007,0.9231
307190,1449.48,17.65,7.018,5,57.56,0.05255,1.23,0.1958,3.884
307191,1453.54,17.7537,6.396,4.8,61.06,0.03861,1.801,0.159,3.628
307192,1466.51,17.7518,6.396,4.8,61.06,0.03861,1.801,0.159,3.628
307194,1519.2,17.4428,6.396,4.8,61.06,0.03861,1.801,0.159,3.628
307195,1530.94,17.4027,5.019,6.542,107.71,0.05055,1.89,0.162,3.035
307196,1507.3,16.975,5.679,5.182,110.79,0.04,1.343,0.09646,1.744
307213,1473.77,16.9349,5.511,4.022,60.59,0.04695,1.459,0.1281,2.48
307248,1305.6,17.9216,6.304,9,73.85,0.06777,1.88,0.1002,1.274
307249,1310.91,18.0929,7.018,5,57.56,0.05255,1.23,0.1958,3.884
307254,1282,17.9368,9.074,4.009,170.09,0.07354,1.902,0.06092,0.8251
307257,1262.6,18.3008,6.925,2.237,52.02,0.03539,2.296,0.0311,0.8575
307259,1237.21,17.8479,6.925,2.237,52.02,0.03539,2.296,0.0311,0.8575
307269,1161.91,17.8258,7.121,8,88.09,0.07201,1.88,0.101,1.943
307270,1151.31,17.7952,6.818,2.237,52.02,0.03539,2.296,0.0311,0.8575
307271,1152.15,17.925,6.818,2.237,52.02,0.03539,2.296,0.0311,0.8575
307273,1153.09,17.816,6.818,2.237,52.02,0.03539,2.296,0.0311,0.8575
307274,1151.04,18.1686,6.818,2.237,52.02,0.03539,2.296,0.0311,0.8575
