OBJECTID_1,TAP,MAT,pH,AP,AK,TP,TK,TN,OM
9125,650.516,2.36592,6.75,14.21,224.91,0.09991,2.297,0.2458,5.235
9126,655.493,2.34742,6.75,14.21,224.91,0.09991,2.297,0.2458,5.235
9132,647.461,2.09221,6.763,5.41,148.12,0.09176,2.536,0.1617,3.796
9240,617.182,2.55829,6.548,4.644,152.82,0.07787,2.152,0.1358,3.053
9248,634.115,2.69038,6.99,6.439,125.66,0.09052,2.316,0.172,3.211
9252,644.823,2.5075,8.157,4.224,123.2,0.04946,2.447,0.1473,2.565
9256,649.476,2.38671,6.763,5.41,148.12,0.0978,2.536,0.2137,4.521
9257,646.68,2.39008,6.763,5.41,148.12,0.0978,2.536,0.2137,4.521
9361,596.442,2.35675,5.975,8.139,145.12,0.1209,2.077,0.43,7.151
9371,616.371,2.90304,6.548,4.644,152.82,0.07787,2.152,0.1358,3.053
9381,638.752,2.66512,8.157,4.224,123.2,0.04946,2.447,0.1473,2.565
9382,640.419,2.6465,6.845,4.644,152.82,0.08997,2.225,0.1911,3.25
9506,624.945,2.89467,6.75,14.21,224.91,0.09991,2.297,0.2458,5.235
9507,628.76,2.81029,6.75,14.21,224.91,0.09991,2.297,0.2458,5.235
9629,603.416,2.88183,7.019,12.92,270.49,0.0494,1.911,0.1383,2.059
9633,621.73,2.9075,6.868,5.815,218.91,0.08032,1.729,0.1532,3.065
9636,627.462,2.86508,6.75,14.21,224.91,0.09991,2.297,0.2458,5.235
9744,575.659,2.64683,6.019,16.91,145.12,0.1109,1.825,0.308,8.15
9758,601.555,3.05137,6.073,11,77.11,0.04,1.423,0.1165,2.019
9759,603.76,2.93642,6.073,11,77.11,0.04,1.423,0.1165,2.019
9760,605.321,2.92196,7.019,12.92,270.49,0.0494,1.911,0.1383,2.059
11115,603.494,3.19246,6.548,4.644,152.82,0.08523,2.138,0.2048,3.709
11116,596.175,3.02088,6.073,11,77.11,0.04,1.423,0.1165,2.019
11117,597.908,2.99896,6.073,11,77.11,0.04,1.423,0.1165,2.019
11118,600.425,3.03117,6.073,11,77.11,0.04,1.423,0.1165,2.019
11234,575.892,3.00612,6.99,6.633,128.15,0.09052,2.316,0.172,3.211
11244,601.405,3.27538,8.157,4.224,123.2,0.04946,2.399,0.1473,2.73
11246,598.046,3.03142,6.073,11,77.11,0.04,1.423,0.1165,2.019
11247,596.446,3.05954,6.073,11,77.11,0.04,1.423,0.1165,2.019
11248,599.326,3.067,6.073,11,77.11,0.04,1.423,0.1165,2.019
11375,593.862,3.10171,6.073,11,77.11,0.04,1.423,0.1165,2.019
11376,599.63,3.09058,6.073,11,77.11,0.04,1.423,0.1165,2.019
11505,597.689,3.14283,6.073,11,77.11,0.04,1.423,0.1165,2.019
11506,598.862,3.13025,6.073,11,77.11,0.04,1.423,0.1165,2.019
11507,603.732,3.19017,6.073,11,77.11,0.04,1.423,0.1165,2.019
11627,579.975,3.38254,6.548,4.644,152.82,0.08523,2.138,0.2048,3.709
11759,608.753,3.24804,8.157,4.224,123.2,0.04281,2.399,0.1579,2.915
11870,585.219,3.49492,8.136,4.89,220.4,0.05621,1.858,0.09277,1.689
11874,607.483,3.31554,8.157,4.224,123.2,0.04281,2.399,0.1579,2.915
11995,672.198,2.19158,6.763,5.41,148.12,0.0978,2.536,0.2137,4.521
12538,626.623,3.25692,8.198,4.681,151.65,0.04946,2.447,0.1378,2.615
12541,638.237,3.02392,8.245,5.089,134.43,0.05388,2.025,0.1895,2.307
12637,617.505,3.20533,8.198,4.681,151.65,0.04946,2.447,0.1378,2.615
12797,602.903,2.26983,5.668,9.626,129.3,0.07978,1.888,0.2005,4.702
12800,619.323,2.12504,6.75,14.21,224.91,0.09991,2.297,0.2458,5.235
12801,620.269,2.10862,5.668,9.626,129.3,0.07978,1.888,0.2005,4.702
12819,590.187,2.28675,5.877,11.98,164.09,0.1746,1.327,0.7159,23.08
12822,608.654,2.32771,5.889,9.626,129.3,0.1186,1.959,0.2929,6.26
12826,621.151,2.2035,6.75,14.21,224.91,0.09991,2.297,0.2458,5.235
12844,584.293,2.23304,5.668,9.626,129.3,0.07978,1.888,0.2005,4.702
12845,586.469,2.26846,5.697,9.42,121.4,0.05412,2.278,0.1931,3
12846,590.898,2.25258,5.668,9.626,129.3,0.07978,1.888,0.2005,4.702
12851,614.277,2.21975,5.668,9.626,129.3,0.07978,1.888,0.2005,4.702
12860,543.073,2.1955,5.889,9.626,129.3,0.1186,1.959,0.2929,6.26
12861,546.057,2.34071,5.668,9.626,129.3,0.07978,1.888,0.2005,4.702
12862,549.836,2.32712,5.668,9.626,129.3,0.07978,1.888,0.2005,4.702
12863,554.264,2.29933,7.998,7.061,133.62,0.04592,1.877,0.295,5.456
12865,559.42,2.43183,7.998,7.061,133.62,0.04592,1.877,0.295,5.456
12866,565.501,2.39058,7.998,7.061,133.62,0.04592,1.877,0.295,5.456
12868,568.365,2.20233,5.668,9.626,129.3,0.07978,1.888,0.2005,4.702
12870,582.276,2.32188,5.889,9.626,129.3,0.1186,1.959,0.2929,6.26
12871,585.5,2.39283,7.998,7.061,133.62,0.04592,1.877,0.295,5.456
12878,620.012,2.23954,5.877,11.98,164.09,0.1746,1.327,0.7159,23.08
12886,539.449,2.24913,5.889,9.626,129.3,0.1186,1.959,0.2929,6.26
12889,542.441,2.30325,5.889,9.626,129.3,0.1186,1.959,0.2929,6.26
12892,551.94,2.39996,7.998,7.061,133.62,0.04592,1.877,0.295,5.456
12896,563.234,2.31154,6.75,14.21,224.91,0.09991,2.297,0.2458,5.235
12899,580.982,2.30837,5.889,9.626,129.3,0.1186,1.959,0.2929,6.26
12901,592.665,2.31887,5.889,9.626,129.3,0.1186,1.959,0.2929,6.26
12904,603.081,2.34937,5.889,9.626,129.3,0.1186,1.959,0.2929,6.26
12907,615.272,2.35267,5.889,9.626,129.3,0.1186,1.959,0.2929,6.26
20858,568.46,3.60996,6.99,6.633,128.15,0.09052,2.316,0.172,3.211
20865,592.774,3.593,8.136,4.89,220.4,0.05621,1.858,0.09277,1.689
20956,568.387,3.65267,6.99,6.633,128.15,0.09052,2.316,0.172,3.211
20962,583.186,3.62529,8.136,4.89,220.4,0.05621,1.858,0.09277,1.689
21048,572.469,3.63333,8.184,4.224,123.2,0.04946,2.442,0.1482,2.68
21128,566.414,3.74208,8.184,4.224,123.2,0.04946,2.437,0.1465,2.779
21131,568.375,3.70521,8.184,4.224,123.2,0.04946,2.442,0.1482,2.68
21132,567.237,3.73238,6.99,6.633,128.15,0.09052,2.316,0.172,3.211
21133,567.924,3.68367,6.99,6.633,128.15,0.09052,2.316,0.172,3.211
21406,560.706,4.21621,7.65,4.83,140.26,0.04636,2.554,0.1217,1.951
21407,560.854,4.27925,7.65,4.83,140.26,0.04636,2.554,0.1217,1.951
21527,558.587,4.05317,6.99,7.686,119.09,0.09052,2.316,0.172,3.211
21583,565.029,3.75546,6.99,7.686,119.09,0.09052,2.316,0.172,3.211
21586,557.704,4.22575,6.99,7.686,119.09,0.09052,2.316,0.172,3.211
21837,567.83,3.82404,6.99,7.686,119.09,0.09052,2.316,0.172,3.211
23674,662.4,2.92958,8.198,4.681,151.65,0.04946,2.447,0.1378,2.615
23752,662.941,1.72342,7.998,7.061,133.62,0.04592,1.877,0.295,5.456
23760,597.238,3.44579,8.157,4.224,123.2,0.04281,2.399,0.1579,2.915
23761,601.833,3.47575,8.157,4.224,123.2,0.04281,2.399,0.1579,2.915
23767,630.113,3.29883,7.65,5.087,140.57,0.06091,2.382,0.1763,2.972
23772,648.097,3.32071,8.251,2.569,133.98,0.03959,1.965,0.149,1.845
23776,663.51,2.99108,8.198,4.681,151.65,0.04946,2.447,0.1378,2.615
23780,662.524,2.98046,8.204,4.681,151.65,0.03093,2.311,0.1274,2.135
23856,662.97,1.93517,7.998,7.061,133.62,0.04592,1.877,0.295,5.456
23871,619.589,3.52013,6.99,6.828,109,0.09052,2.316,0.172,3.211
23876,640.41,3.41662,6.75,14.21,224.91,0.09991,2.297,0.2458,5.235
23877,642.344,3.30517,8.157,4.681,151.65,0.04946,2.447,0.1473,2.565
23878,641.146,3.35408,6.75,14.21,224.91,0.09991,2.297,0.2458,5.235
23879,648.056,3.20904,8.198,4.681,151.65,0.04946,2.399,0.1291,2.45
23880,649.792,3.15654,8.198,4.681,151.65,0.04946,2.399,0.1291,2.45
23882,657.601,3.16721,8.198,4.681,151.65,0.04946,2.399,0.1291,2.45
23883,661.675,3.07192,8.301,5.089,142.33,0.05446,2.111,0.1895,2.307
23963,658.639,2.14846,7.998,7.061,133.62,0.04592,1.877,0.295,5.456
23971,573.117,3.66392,6.99,6.633,128.15,0.09052,2.316,0.172,3.211
23974,585.762,3.78838,6.339,5.815,218.91,0.06928,1.869,0.1532,3.611
23979,616.772,3.59525,8.157,4.224,123.2,0.04946,2.399,0.1473,2.565
23980,621.797,3.57292,8.212,5.089,134.43,0.05388,2.025,0.1895,2.307
23984,635.735,3.39379,7.917,5.427,100.57,0.1074,2.106,0.1976,5.874
23985,638.72,3.36792,6.75,14.21,224.91,0.09991,2.297,0.2458,5.235
24019,653.319,2.22775,6.75,14.21,224.91,0.09991,2.297,0.2458,5.235
24068,673.621,2.01042,7.998,7.061,133.62,0.04592,1.877,0.295,5.456
24097,636.86,3.53042,8.392,5.343,104.47,0.03921,2.267,0.1437,2.18
24103,663.329,3.17133,8.301,5.089,142.33,0.05446,2.111,0.1895,2.307
24124,662.877,2.58988,6.704,4.644,152.82,0.09307,2.341,0.1958,3.7
24184,657.295,2.46833,7.019,12.92,270.49,0.0494,1.911,0.1383,2.059
24186,658.332,2.50967,5.869,10.13,163.3,0.09371,2.262,0.4355,9.314
24187,645.241,2.35029,7.998,7.061,133.62,0.04592,1.877,0.295,5.456
24210,609.477,3.72725,6.99,6.828,109,0.09052,2.316,0.172,3.211
24213,623.815,3.73854,6.75,14.21,224.91,0.09991,2.297,0.2458,5.235
24305,655.488,2.43608,7.019,12.92,270.49,0.0494,1.911,0.1383,2.059
24307,647.905,2.44933,6.75,14.21,224.91,0.09991,2.297,0.2458,5.235
24308,645.676,2.95008,5.955,7.853,147.32,0.1028,2.006,0.2721,5.384
24311,611.742,2.54196,7.998,7.061,133.62,0.04592,1.877,0.295,5.456
24315,571.027,2.68583,5.668,9.626,129.3,0.07978,1.888,0.2005,4.702
24316,564.048,2.60225,5.668,9.626,129.3,0.07978,1.888,0.2005,4.702
24319,549.512,2.68821,6.75,14.21,224.91,0.09991,2.297,0.2458,5.235
24323,542.362,2.70546,6.406,5.815,218.91,0.0819,1.789,0.1532,3.947
24327,0,2.67271,7.019,12.92,270.49,0.0494,1.911,0.1383,2.059
24393,701.245,1.98708,6.514,5.815,218.91,0.0819,1.82,0.189,3.947
24434,650.244,2.58363,8.083,5.335,103.93,0.1074,2.106,0.1976,5.874
24435,647.304,2.53017,7.998,7.061,133.62,0.04592,1.877,0.295,5.456
24439,620.115,2.62962,7.998,7.061,133.62,0.04592,1.877,0.295,5.456
24440,612.191,2.51454,6.75,14.21,224.91,0.09991,2.297,0.2458,5.235
24446,555.378,2.49662,5.668,9.626,129.3,0.07978,1.888,0.2005,4.702
24447,551.986,2.48546,8.081,5.335,99.87,0.1074,2.106,0.1976,5.874
24448,546.031,2.52792,8.081,5.335,99.87,0.1074,2.106,0.1976,5.874
24452,531.562,2.66429,7.019,12.92,270.49,0.0494,1.911,0.1383,2.059
24508,659.371,2.64733,7.019,12.92,270.49,0.0494,1.911,0.1383,2.059
24509,656.996,2.50175,7.019,12.92,270.49,0.0494,1.911,0.1383,2.059
24510,659.046,2.41654,7.019,12.92,270.49,0.0494,1.911,0.1383,2.059
24511,663.866,2.45179,7.019,12.92,270.49,0.0494,1.911,0.1383,2.059
24512,672.578,2.30133,7.019,12.92,270.49,0.0494,1.911,0.1383,2.059
24521,696.411,1.9735,6.514,5.815,218.91,0.0819,1.82,0.189,3.947
24522,698.665,2.03021,7.019,12.92,270.49,0.0494,1.911,0.1383,2.059
24523,704.309,1.89117,7.019,12.92,270.49,0.0494,1.911,0.1383,2.059
24564,651.356,2.39688,5.955,8.278,154.66,0.1028,2.006,0.2721,5.384
24565,643.891,2.45171,7.998,7.061,133.62,0.04592,1.877,0.295,5.456
24566,638.281,2.51921,7.019,12.92,270.49,0.0494,1.911,0.1383,2.059
24570,605.995,2.58837,6.75,14.21,224.91,0.09991,2.297,0.2458,5.235
24578,548.36,2.55267,8.081,5.335,99.87,0.1074,2.106,0.1976,5.874
24580,535.836,2.55429,7.019,12.92,270.49,0.0494,1.911,0.1383,2.059
24581,536.193,2.58629,7.019,12.92,270.49,0.0494,1.911,0.1383,2.059
24582,532.7,2.58625,7.019,12.92,270.49,0.0494,1.911,0.1383,2.059
24583,529.691,2.61921,7.019,12.92,270.49,0.0494,1.911,0.1383,2.059
24608,645.613,3.62388,8.301,5.089,142.33,0.05446,2.111,0.1895,2.307
24639,664.329,2.64629,6.704,3.795,123.67,0.09156,2.179,0.2199,4.234
24640,671.985,2.5525,6.704,3.795,123.67,0.09156,2.179,0.2199,4.234
24641,671.825,2.45454,6.704,3.795,123.67,0.09156,2.179,0.2199,4.234
24694,645.328,2.42513,7.019,12.92,270.49,0.0494,1.911,0.1383,2.059
24695,642.422,2.42,5.668,9.626,129.3,0.07978,1.888,0.2005,4.702
24696,638.979,2.7185,6.75,14.21,224.91,0.09991,2.297,0.2458,5.235
24697,625.215,2.57237,5.955,7.853,147.32,0.1028,2.006,0.2721,5.384
24698,622.483,2.48633,6.559,3.795,152.82,0.0926,2.179,0.251,4.715
24699,613.142,2.52821,6.379,7.7,31,0.06202,1.616,0.1346,2.041
24700,606.173,2.60854,6.75,14.21,224.91,0.09991,2.297,0.2458,5.235
24703,586.436,2.54479,7.998,7.061,133.62,0.04592,1.877,0.295,5.456
24705,569.938,2.73808,7.019,12.92,270.49,0.0494,1.911,0.1383,2.059
24707,556.883,2.54817,6.75,14.21,224.91,0.09991,2.297,0.2458,5.235
24709,543.739,2.64317,6.75,14.21,224.91,0.09991,2.297,0.2458,5.235
24710,534.538,2.56308,6.75,14.21,224.91,0.09991,2.297,0.2458,5.235
24722,575.339,4.26537,8.222,5.455,107.89,0.05156,2.602,0.22,4.045
24736,638.004,3.69229,8.301,5.089,142.33,0.05446,2.111,0.1895,2.307
24738,644.849,3.7635,8.301,5.089,142.33,0.05446,2.111,0.1895,2.307
24768,669.474,2.71313,6.704,3.795,123.67,0.09156,2.179,0.2199,4.234
24778,694.518,2.34408,6.514,5.815,218.91,0.0819,1.82,0.189,3.947
24823,646.926,2.57333,5.955,8.278,154.66,0.1028,2.006,0.2721,5.384
24826,631.482,2.56929,5.955,7.853,147.32,0.1028,2.006,0.2721,5.384
24827,625.46,2.8405,7.019,12.92,270.49,0.0494,1.911,0.1383,2.059
24830,604.991,2.70521,6.559,3.795,152.82,0.0926,2.179,0.251,4.715
24834,577.696,2.52283,5.955,8.403,148.26,0.1028,2.006,0.2721,5.384
24838,548.552,2.59704,7.019,12.92,270.49,0.0494,1.911,0.1383,2.059
24857,602.6,4.17417,8.251,2.569,133.98,0.03959,1.965,0.149,1.845
24862,624.014,3.86046,8.301,5.089,142.33,0.05446,2.111,0.1895,2.307
24898,677.245,2.7295,6.704,3.795,123.67,0.09156,2.179,0.2199,4.234
24902,682.11,2.61892,7.019,12.92,270.49,0.0494,1.911,0.1383,2.059
24903,682.406,2.54429,6.63,3.795,123.67,0.09156,2.421,0.2199,4.343
24908,694.799,2.298,7.019,12.92,270.49,0.0494,1.911,0.1383,2.059
24955,636.257,2.86629,6.99,10.58,104.45,0.09052,2.316,0.172,3.211
24956,627.552,2.71775,6.75,14.21,224.91,0.09991,2.297,0.2458,5.235
24957,619.691,2.66408,6.75,14.21,224.91,0.09991,2.297,0.2458,5.235
24959,606.644,2.67762,8.084,5.335,102.53,0.1074,2.106,0.1976,5.874
24960,601.872,2.62371,5.668,9.626,129.3,0.07978,1.888,0.2005,4.702
24963,580.815,2.61817,7.998,7.061,133.62,0.04592,1.877,0.295,5.456
24967,555.04,2.68062,5.955,8.282,149.2,0.1028,2.006,0.2721,5.384
24968,557.257,4.28271,6.99,7.686,119.09,0.09052,2.316,0.172,3.211
25022,664.99,3.03821,6.406,5.815,218.91,0.0819,1.871,0.1532,3.947
25037,701.975,2.40754,6.514,5.815,218.91,0.0819,1.82,0.189,3.947
25084,639.196,2.75983,8.081,5.335,104.47,0.1074,2.106,0.1976,5.874
25087,620.89,2.68704,7.019,12.92,270.49,0.0494,1.911,0.1383,2.059
25090,598.661,2.79837,6.75,14.21,224.91,0.09991,2.297,0.2458,5.235
25168,707.765,2.43708,7.019,12.92,270.49,0.0494,1.911,0.1383,2.059
25213,638.712,2.75862,7.998,7.061,133.62,0.04592,1.877,0.295,5.456
25217,618.33,2.63854,7.998,7.061,133.62,0.04592,1.877,0.295,5.456
25218,612.408,2.73025,7.998,7.061,133.62,0.04592,1.877,0.295,5.456
25223,576.153,2.81425,7.998,7.061,133.62,0.04592,1.877,0.295,5.456
25257,644.68,3.94108,8.207,5.455,107.89,0.04994,2.406,0.2056,3.813
25258,650.291,3.76842,8.207,5.455,107.89,0.04994,2.406,0.2056,3.813
25294,697.488,2.6175,6.514,5.815,218.91,0.0819,1.82,0.189,3.947
25295,696.658,2.58683,6.514,5.815,218.91,0.0819,1.82,0.189,3.947
25296,701.038,2.45083,6.559,3.795,123.67,0.09303,2.179,0.251,4.715
25300,718.313,2.39458,6.75,14.21,224.91,0.09991,2.297,0.2458,5.235
25337,676.48,2.72633,6.75,14.21,224.91,0.09991,2.297,0.2458,5.235
25341,648.696,3.02383,6.495,10.3,171.26,0.07645,1.83,0.4051,7.863
25345,628.362,2.82217,7.019,12.92,270.49,0.0494,1.911,0.1383,2.059
25346,617.663,2.78358,7.998,7.061,133.62,0.04592,1.877,0.295,5.456
25347,615.229,2.76646,7.998,7.061,133.62,0.04592,1.877,0.295,5.456
25348,608.471,2.82617,5.995,5.65,133.07,0.07,1.821,0.478,10.35
25351,591.276,2.83425,5.877,11.98,164.09,0.1746,1.327,0.7159,23.08
25364,556.229,4.45654,6.75,14.21,224.91,0.09991,2.297,0.2458,5.235
25388,651.214,3.81996,8.207,5.455,107.89,0.04994,2.406,0.2056,3.813
25389,655.556,3.73262,8.207,5.455,107.89,0.04994,2.406,0.2056,3.813
25424,697.905,2.62846,6.514,5.815,218.91,0.0819,1.82,0.189,3.947
25425,701.705,2.60638,6.559,3.795,123.67,0.09303,2.179,0.251,4.715
25430,719.002,2.69121,6.559,3.795,123.67,0.09303,2.179,0.251,4.715
25471,644.09,3.13829,6.495,10.3,171.26,0.07645,1.83,0.4051,7.863
25472,634.387,3.00913,7.998,7.061,133.62,0.04592,1.877,0.295,5.456
25475,623.459,2.93879,7.019,12.92,270.49,0.0494,1.911,0.1383,2.059
25476,612.255,2.93121,7.019,12.92,270.49,0.0494,1.911,0.1383,2.059
25477,605.142,2.9025,5.877,11.98,164.09,0.1746,1.327,0.7159,23.08
25499,575.98,4.48979,8,2.464,52.86,0.01979,2.166,0.05832,0.7596
25517,650.898,3.86387,8.207,5.455,107.89,0.04994,2.406,0.2056,3.813
25552,702.499,2.80929,6.514,5.815,218.91,0.0819,1.82,0.189,3.947
25553,702.012,2.7035,6.559,3.795,123.67,0.09303,2.179,0.251,4.715
25554,704.278,2.61375,6.559,3.795,123.67,0.09303,2.179,0.251,4.715
25555,705.601,2.59671,6.559,3.795,123.67,0.09303,2.179,0.251,4.715
25597,672.479,3.42583,6.559,3.795,152.82,0.0926,2.179,0.251,4.715
25601,635.036,3.05283,5.995,5.65,133.07,0.07,1.821,0.478,10.35
25603,630.906,2.99367,5.995,5.65,133.07,0.07,1.821,0.478,10.35
25604,625.891,3.02758,5.877,11.98,164.09,0.1746,1.327,0.7159,23.08
25605,613.942,2.99292,5.817,7.7,80.89,0.06202,1.616,0.1645,3.17
25622,564.385,4.32929,6.99,7.686,119.09,0.09052,2.316,0.172,3.211
25623,561.234,4.41817,6.75,14.21,224.91,0.09991,2.297,0.2458,5.235
25624,562.869,4.49958,6.75,14.21,224.91,0.09991,2.297,0.2458,5.235
25668,670.468,3.32758,5.835,7.188,125.66,0.09502,2.116,0.1703,3.138
25678,692.797,3.02092,6.559,3.795,123.67,0.0926,2.333,0.2107,4.522
25683,705.272,2.70621,6.559,3.795,123.67,0.09303,2.179,0.251,4.715
25684,706.425,2.74496,6.559,3.795,123.67,0.09303,2.179,0.251,4.715
25727,664.746,2.86921,6.75,14.21,224.91,0.09991,2.297,0.2458,5.235
25730,636.356,3.06975,6.75,14.21,224.91,0.09991,2.297,0.2458,5.235
25733,625.354,3.00679,7.998,7.061,133.62,0.04592,1.877,0.295,5.456
25734,621.881,3.10396,6.406,5.815,218.91,0.0819,1.789,0.1532,3.947
25756,571.698,4.53654,6.75,14.21,224.91,0.09991,2.297,0.2458,5.235
25779,657.859,3.98013,8.204,4.681,123.2,0.03093,2.311,0.1274,2.135
25812,709.318,2.87029,6.559,3.795,123.67,0.09303,2.179,0.251,4.715
25813,708.857,2.78363,6.559,3.795,123.67,0.09303,2.179,0.251,4.715
25814,705.774,2.77854,6.559,3.795,123.67,0.09303,2.179,0.251,4.715
25816,716.286,2.72254,6.75,14.21,224.91,0.09991,2.297,0.2458,5.235
25859,640.787,3.14067,7.998,7.061,133.62,0.04592,1.877,0.295,5.456
25860,637.908,3.29621,7.998,7.061,133.62,0.04592,1.877,0.295,5.456
25861,631.63,3.07442,7.019,12.92,270.49,0.0494,1.911,0.1383,2.059
25862,627.015,3.11742,7.019,12.92,270.49,0.0494,1.911,0.1383,2.059
25863,621.642,3.09283,7.019,12.92,270.49,0.0494,1.911,0.1383,2.059
25871,575.615,4.55425,6.99,7.686,119.09,0.09052,2.316,0.172,3.211
25882,563.859,4.50683,6.75,14.21,224.91,0.09991,2.297,0.2458,5.235
25885,567.225,4.59821,6.75,14.21,224.91,0.09991,2.297,0.2458,5.235
25925,671.118,3.56967,7.019,12.92,270.49,0.0494,1.911,0.1383,2.059
25926,660.455,3.38312,8.397,4.681,123.2,0.04174,2.039,0.1432,2.6
25927,667.788,3.39713,6.704,3.795,123.67,0.09156,2.179,0.2199,4.234
25936,690.61,3.27283,6.559,3.795,123.67,0.0926,2.333,0.2107,4.522
25938,699.02,3.09717,6.559,3.795,123.67,0.0926,2.333,0.2107,4.522
25941,703.939,2.89479,6.559,3.795,123.67,0.09303,2.179,0.251,4.715
25942,707.297,2.86075,7.019,12.92,270.49,0.0494,1.911,0.1383,2.059
25943,712.312,2.90621,6.763,5.41,148.12,0.0978,2.472,0.162,3.796
25945,708.591,2.69346,6.559,3.795,123.67,0.0926,2.152,0.251,4.715
25954,731.994,2.44571,6.379,7.615,31,0.04,1.616,0.1346,2.041
25991,631.61,3.15513,7.019,12.92,270.49,0.0494,1.911,0.1383,2.059
26009,556.84,4.75775,6.99,7.686,119.09,0.09052,2.316,0.172,3.211
26011,561.221,4.66354,6.75,14.21,224.91,0.09991,2.297,0.2458,5.235
26012,560.982,4.61479,6.75,14.21,224.91,0.09991,2.297,0.2458,5.235
26015,566.911,4.63954,6.99,8.993,128.15,0.09052,2.316,0.172,3.211
26055,657.95,3.5775,7.019,12.92,270.49,0.0494,1.911,0.1383,2.059
26059,676.869,3.38446,8.397,4.681,123.2,0.04174,2.039,0.1432,2.6
26072,709.577,2.99058,5.717,7.615,97.78,0.05679,1.639,0.1462,2.943
26078,714.708,2.72929,7.019,12.92,270.49,0.0494,1.911,0.1383,2.059
26083,724.288,2.54967,6.559,3.795,123.67,0.09303,2.152,0.2039,4.445
26141,558.261,4.70829,6.75,14.21,224.91,0.09991,2.297,0.2458,5.235
26143,562.737,4.76329,6.99,7.938,119.09,0.09052,2.316,0.172,3.211
26184,658.204,3.72742,7.019,12.92,270.49,0.0494,1.911,0.1383,2.059
26202,710.643,3.03629,5.717,7.615,97.78,0.05679,1.639,0.1462,2.943
26203,707.563,2.96825,6.559,3.795,123.67,0.0926,2.152,0.251,4.715
26209,713.561,2.67425,7.019,12.92,270.49,0.0494,1.911,0.1383,2.059
26210,720.335,2.69254,7.019,12.92,270.49,0.0494,1.911,0.1383,2.059
26213,726.137,2.71717,5.668,16.91,211.33,0.09595,2.07,0.4076,10.21
26247,652.326,3.23829,7.019,12.92,270.49,0.0494,1.911,0.1383,2.059
26255,580.594,4.37346,5.955,7.027,144.69,0.1028,2.006,0.2721,5.384
26269,562.016,4.74146,8.392,5.427,105.67,0.03921,2.267,0.1437,2.18
26272,556.519,4.75692,6.99,7.938,119.09,0.09052,2.316,0.172,3.211
26274,565.666,4.99354,6.99,8.993,128.15,0.09052,2.316,0.172,3.211
26315,662.099,3.58283,6.704,3.795,123.67,0.09156,2.179,0.2199,4.234
26324,694.536,3.38892,7.019,12.92,270.49,0.0494,1.911,0.1383,2.059
26332,708.086,3.06292,6.379,7.615,31,0.0499,1.69,0.1346,2.041
26334,707.028,2.95058,7.019,12.92,270.49,0.0494,1.911,0.1383,2.059
26335,707.348,2.96238,7.019,12.92,270.49,0.0494,1.911,0.1383,2.059
26339,713.318,2.795,6.559,3.795,123.67,0.09303,2.152,0.2039,4.445
26342,738.381,2.68025,6.379,7.615,31,0.04,1.616,0.1346,2.041
26372,677.22,3.25917,7.998,7.061,133.62,0.04592,1.877,0.295,5.456
26375,655.392,3.34629,7.019,12.92,270.49,0.0494,1.911,0.1383,2.059
26402,563.523,4.79283,6.99,7.938,119.09,0.09052,2.316,0.172,3.211
26443,657.136,3.70196,8.397,4.681,123.2,0.04174,2.039,0.1432,2.6
26458,700.683,3.21721,6.559,3.795,123.67,0.09303,2.179,0.251,4.715
26459,704.506,3.22508,7.019,12.92,270.49,0.0494,1.911,0.1383,2.059
26463,718.287,3.19879,6.763,5.41,148.12,0.0978,2.536,0.162,3.796
26464,713.366,3.11529,6.763,5.41,148.12,0.0978,2.536,0.162,3.796
26465,710.584,3.03821,7.019,12.92,270.49,0.0494,1.911,0.1383,2.059
26466,711.642,2.99629,6.638,10.3,171.26,0.1292,1.83,0.4459,9.18
26467,709.123,2.93783,7.019,12.92,270.49,0.0494,1.911,0.1383,2.059
26471,725.779,2.77471,7.019,12.92,270.49,0.0494,1.911,0.1383,2.059
26472,726.73,2.81096,6.379,7.615,31,0.04,1.616,0.1346,2.041
26573,657.357,3.72883,8.397,4.681,123.2,0.04174,2.039,0.1432,2.6
26585,690.258,3.44892,6.514,5.815,218.91,0.0819,1.82,0.189,3.947
26586,697.524,3.36467,6.559,3.795,123.67,0.09303,2.179,0.251,4.715
26587,703.924,3.35042,6.559,3.795,123.67,0.09303,2.179,0.251,4.715
26590,709.592,3.24617,5.717,7.615,97.78,0.05679,1.639,0.1462,2.943
26593,719.01,3.15217,6.783,5.41,148.12,0.1141,2.363,0.2268,4.305
26595,712.911,2.99104,7.019,12.92,270.49,0.0494,1.911,0.1383,2.059
26596,714.119,2.99825,6.638,10.3,171.26,0.1292,1.83,0.4459,9.18
26598,716.932,2.84363,7.019,12.92,270.49,0.0494,1.911,0.1383,2.059
26603,736.729,2.67875,7.019,12.92,270.49,0.0494,1.911,0.1383,2.059
26631,673.955,3.40108,5.513,9.42,121.4,0.07327,2.28,0.2216,3.386
26656,557.543,4.83271,6.99,7.686,119.09,0.09052,2.316,0.172,3.211
26657,554.152,4.69592,7.998,7.061,133.62,0.03964,1.877,0.2252,4.993
26661,564.225,4.75083,6.99,7.686,119.09,0.09052,2.316,0.172,3.211
26702,659.8,3.79592,7.019,12.92,270.49,0.0494,1.911,0.1383,2.059
26704,667.924,3.79129,8.222,5.455,107.89,0.04358,2.406,0.2057,3.733
26705,670.741,3.73621,8.397,4.681,123.2,0.04911,2.257,0.1384,2.45
